Date,Open,High,Low,Close,Adj Close,Volume
2017-06-09,120.459999,120.910004,120.400002,120.540001,120.540001,7054700
2017-06-12,120.330002,120.690002,120.269997,120.360001,120.360001,4927400
2017-06-13,119.949997,120.709999,119.919998,120.480003,120.480003,3786600
2017-06-14,121.510002,121.879997,119.570000,119.820000,119.820000,21124800
2017-06-15,119.220001,119.500000,119.129997,119.320000,119.320000,6796700
2017-06-16,119.349998,119.500000,119.239998,119.339996,119.339996,6435700
2017-06-19,118.739998,118.839996,118.330002,118.430000,118.430000,6787000
2017-06-20,118.419998,118.459999,118.070000,118.180000,118.180000,4617400
2017-06-21,118.150002,118.660004,118.150002,118.519997,118.519997,4723700
2017-06-22,119.129997,119.199997,118.599998,118.919998,118.919998,5811900
2017-06-23,119.650002,119.660004,119.309998,119.430000,119.430000,9258600
2017-06-26,118.290001,118.540001,118.169998,118.360001,118.360001,6593400
2017-06-27,118.870003,119.050003,118.480003,118.809998,118.809998,5759300
2017-06-28,119.059998,119.059998,118.690002,118.900002,118.900002,4220100
2017-06-29,117.970001,118.639999,117.910004,118.320000,118.320000,7705200
2017-06-30,118.080002,118.410004,117.949997,118.019997,118.019997,7272600
2017-07-03,116.540001,116.849998,115.940002,116.089996,116.089996,12145000
2017-07-05,115.910004,116.669998,115.870003,116.519997,116.519997,7223300
2017-07-06,116.580002,116.610001,116.239998,116.470001,116.470001,4443400
2017-07-07,115.779999,115.790001,114.800003,115.279999,115.279999,11153600
2017-07-10,115.019997,115.570000,114.830002,115.470001,115.470001,4970900
2017-07-11,115.260002,115.769997,114.879997,115.620003,115.620003,6637900
2017-07-12,116.209999,116.330002,115.870003,116.029999,116.029999,4654400
2017-07-13,116.040001,116.040001,115.669998,115.820000,115.820000,4148900
2017-07-14,117.040001,117.250000,116.639999,116.769997,116.769997,5788200
2017-07-17,117.419998,117.529999,117.230003,117.290001,117.290001,5170800
2017-07-18,117.989998,118.330002,117.879997,118.110001,118.110001,7158600
2017-07-19,118.180000,118.269997,117.839996,118.080002,118.080002,3205100
2017-07-20,117.919998,118.620003,117.660004,118.239998,118.239998,5571600
2017-07-21,119.000000,119.389999,118.750000,119.260002,119.260002,10135900
2017-07-24,119.519997,119.580002,119.180000,119.309998,119.309998,3654300
2017-07-25,118.989998,119.320000,118.790001,118.919998,118.919998,6203000
2017-07-26,118.570000,120.150002,118.550003,119.879997,119.879997,8527900
2017-07-27,120.099998,120.139999,119.279999,119.790001,119.790001,6385200
2017-07-28,120.150002,120.860001,120.139999,120.690002,120.690002,7393600
2017-07-31,120.500000,120.809998,120.449997,120.750000,120.750000,3944600
2017-08-01,120.440002,121.139999,120.440002,120.650002,120.650002,7365100
2017-08-02,120.510002,121.019997,120.339996,120.400002,120.400002,5945300
2017-08-03,120.309998,120.830002,120.309998,120.589996,120.589996,4275600
2017-08-04,119.970001,120.040001,119.220001,119.650002,119.650002,8644800
2017-08-07,119.430000,119.790001,119.430000,119.510002,119.510002,3010100
2017-08-08,120.019997,120.120003,118.970001,119.860001,119.860001,7227200
2017-08-09,121.019997,121.550003,120.760002,121.309998,121.309998,9186200
2017-08-10,122.080002,122.440002,122.029999,122.209999,122.209999,9817900
2017-08-11,122.239998,122.830002,122.029999,122.790001,122.790001,8019500
2017-08-14,121.980003,122.239998,121.680000,121.919998,121.919998,5910200
2017-08-15,120.599998,121.230003,120.580002,120.980003,120.980003,6731300
2017-08-16,120.660004,122.059998,120.660004,121.870003,121.870003,8267300
2017-08-17,122.290001,122.610001,121.760002,122.489998,122.489998,8183800
2017-08-18,123.370003,123.540001,122.000000,122.300003,122.300003,13654200
2017-08-21,122.540001,122.980003,122.500000,122.760002,122.760002,5549700
2017-08-22,122.559998,122.559998,121.849998,122.209999,122.209999,6493900
2017-08-23,122.580002,122.690002,122.309998,122.669998,122.669998,5038400
2017-08-24,122.389999,122.639999,122.129997,122.290001,122.290001,4193400
2017-08-25,122.769997,123.019997,121.290001,122.739998,122.739998,12398200
2017-08-28,123.330002,124.730003,123.330002,124.690002,124.690002,11578300
2017-08-29,125.809998,125.870003,124.050003,124.419998,124.419998,9861500
2017-08-30,124.330002,124.620003,124.160004,124.360001,124.360001,6328400
2017-08-31,124.580002,125.839996,124.550003,125.820000,125.820000,11775500
2017-09-01,126.010002,126.169998,125.120003,126.059998,126.059998,11567400
2017-09-05,126.650002,127.779999,126.570000,127.459999,127.459999,11813100
2017-09-06,127.339996,127.440002,126.550003,126.809998,126.809998,10059300
2017-09-07,127.559998,128.320007,127.389999,128.130005,128.130005,10219700
2017-09-08,128.210007,128.300003,127.589996,127.970001,127.970001,9020000
2017-09-11,126.739998,126.940002,126.050003,126.190002,126.190002,9126600
2017-09-12,126.029999,126.589996,125.940002,126.559998,126.559998,8349000
2017-09-13,126.400002,126.449997,125.500000,125.610001,125.610001,8491000
2017-09-14,125.660004,126.440002,125.620003,126.160004,126.160004,5330700
2017-09-15,125.989998,125.989998,125.410004,125.529999,125.529999,8375100
2017-09-18,124.709999,124.760002,123.970001,124.360001,124.360001,8859800
2017-09-19,124.489998,124.650002,124.029999,124.620003,124.620003,5826500
2017-09-20,124.680000,125.059998,123.150002,123.620003,123.620003,11415400
2017-09-21,122.559998,123.070000,122.489998,122.680000,122.680000,7757900
2017-09-22,123.029999,123.389999,122.930000,123.239998,123.239998,6011900
2017-09-25,122.779999,124.660004,122.709999,124.529999,124.529999,10257200
2017-09-26,123.570000,123.809998,122.900002,123.139999,123.139999,8673600
2017-09-27,122.040001,122.510002,121.879997,121.980003,121.980003,6903900
2017-09-28,122.040001,122.480003,121.830002,122.209999,122.209999,5968200
2017-09-29,122.290001,122.300003,121.550003,121.580002,121.580002,10208000
2017-10-02,121.169998,121.339996,120.739998,120.769997,120.769997,11755400
2017-10-03,120.720001,121.099998,120.699997,120.830002,120.830002,3728700
2017-10-04,121.209999,121.269997,120.709999,121.169998,121.169998,6475200
2017-10-05,121.150002,121.239998,120.400002,120.519997,120.519997,6205400
2017-10-06,120.260002,121.209999,119.779999,121.089996,121.089996,10013300
2017-10-09,121.639999,122.110001,121.550003,122.080002,122.080002,5264100
2017-10-10,122.620003,122.970001,122.360001,122.400002,122.400002,9315500
2017-10-11,122.570000,122.879997,122.029999,122.790001,122.790001,5649400
2017-10-12,122.839996,123.040001,122.500000,122.889999,122.889999,3037600
2017-10-13,123.660004,123.860001,123.339996,123.820000,123.820000,6820300
2017-10-16,123.820000,123.970001,122.570000,122.970001,122.970001,8202000
2017-10-17,122.029999,122.320000,121.730003,122.129997,122.129997,7041300
2017-10-18,121.709999,121.940002,121.550003,121.669998,121.669998,3666400
2017-10-19,122.199997,122.550003,122.110001,122.389999,122.389999,5567300
2017-10-20,121.680000,121.980003,121.389999,121.610001,121.610001,8481100
2017-10-23,120.980003,121.900002,120.959999,121.800003,121.800003,5069700
2017-10-24,121.260002,121.709999,120.980003,121.330002,121.330002,5114100
2017-10-25,121.309998,121.589996,120.839996,121.349998,121.349998,4282400
2017-10-26,121.160004,121.160004,120.220001,120.330002,120.330002,6438800
2017-10-27,120.379997,120.989998,120.209999,120.900002,120.900002,6664200
2017-10-30,120.379997,121.470001,120.379997,121.129997,121.129997,5119200
2017-10-31,120.820000,120.839996,120.379997,120.669998,120.669998,3910500
2017-11-01,120.980003,121.550003,120.839996,121.110001,121.110001,4647800
2017-11-02,121.290001,121.959999,121.050003,121.190002,121.190002,5369500
2017-11-03,121.360001,121.430000,120.180000,120.620003,120.620003,6330600
2017-11-06,120.720001,121.849998,120.680000,121.650002,121.650002,6953800
2017-11-07,121.510002,121.559998,120.779999,121.209999,121.209999,4165900
2017-11-08,121.949997,122.250000,121.589996,121.629997,121.629997,5565200
2017-11-09,121.849998,122.410004,121.730003,122.129997,122.129997,6072400
2017-11-10,121.989998,122.110001,120.940002,121.129997,121.129997,7116200
2017-11-13,121.430000,121.550003,121.269997,121.309998,121.309998,6249300
2017-11-14,120.900002,121.910004,120.769997,121.559998,121.559998,6189000
2017-11-15,122.129997,122.360001,121.250000,121.410004,121.410004,4984800
2017-11-16,121.449997,121.709999,121.290001,121.400002,121.400002,2796500
2017-11-17,122.150002,123.169998,121.949997,122.860001,122.860001,10614000
2017-11-20,122.300003,122.410004,121.040001,121.309998,121.309998,8356700
2017-11-21,121.669998,122.000000,121.500000,121.510002,121.510002,4956500
2017-11-22,122.260002,122.949997,122.169998,122.629997,122.629997,5211800
2017-11-24,122.360001,122.610001,122.220001,122.320000,122.320000,1779700
2017-11-27,123.260002,123.330002,122.669998,122.830002,122.830002,4961200
2017-11-28,123.050003,123.169998,122.529999,122.809998,122.809998,5603100
2017-11-29,122.239998,122.330002,121.739998,122.040001,122.040001,6138900
2017-11-30,121.440002,121.699997,120.639999,121.099998,121.099998,7936300
2017-12-01,120.940002,122.430000,120.739998,121.589996,121.589996,13080100
2017-12-04,121.150002,121.199997,120.839996,121.180000,121.180000,6943700
2017-12-05,120.099998,120.510002,119.720001,120.320000,120.320000,10041200
2017-12-06,120.040001,120.440002,119.870003,120.070000,120.070000,6643000
2017-12-07,119.010002,119.239998,118.099998,118.489998,118.489998,12900200
2017-12-08,118.489998,118.919998,118.330002,118.480003,118.480003,5231300
2017-12-11,118.370003,118.540001,117.800003,118.010002,118.010002,4522200
2017-12-12,117.650002,118.169998,117.400002,118.150002,118.150002,8020100
2017-12-13,118.190002,119.349998,118.010002,119.169998,119.169998,10086700
2017-12-14,119.099998,119.290001,118.709999,118.930000,118.930000,6993600
2017-12-15,119.410004,119.500000,118.970001,119.180000,119.180000,7532000
2017-12-18,119.629997,119.989998,119.599998,119.730003,119.730003,5452200
2017-12-19,119.669998,119.900002,119.529999,119.820000,119.820000,4018900
2017-12-20,119.980003,120.360001,119.809998,120.139999,120.139999,5734600
2017-12-21,120.070000,120.449997,120.000000,120.309998,120.309998,4823700
2017-12-22,120.669998,121.139999,120.570000,120.940002,120.940002,5791300
2017-12-26,121.550003,121.870003,121.510002,121.769997,121.769997,8224400
2017-12-27,122.000000,122.339996,121.879997,122.230003,122.230003,6232700
2017-12-28,122.820000,122.919998,122.559998,122.849998,122.849998,5732700
2017-12-29,123.699997,124.089996,123.459999,123.650002,123.650002,7852100
2018-01-02,124.660004,125.180000,124.389999,125.150002,125.150002,11762500
2018-01-03,125.050003,125.089996,124.099998,124.820000,124.820000,7904300
2018-01-04,124.889999,125.849998,124.739998,125.459999,125.459999,7329700
2018-01-05,124.930000,125.480003,124.830002,125.330002,125.330002,5739900
2018-01-08,125.199997,125.320000,124.900002,125.309998,125.309998,3566700
2018-01-09,124.489998,124.860001,124.230003,124.730003,124.730003,9153600
2018-01-10,125.169998,125.309998,124.720001,125.029999,125.029999,14809300
2018-01-11,125.370003,125.660004,125.250000,125.440002,125.440002,5994700
2018-01-12,126.010002,127.129997,125.809998,126.959999,126.959999,9258600
2018-01-16,126.599998,127.180000,126.400002,127.169998,127.169998,8083900
2018-01-17,126.769997,127.220001,125.900002,126.139999,126.139999,10130500
2018-01-18,126.129997,126.519997,125.800003,125.860001,125.860001,6289300
2018-01-19,126.570000,126.730003,126.410004,126.419998,126.419998,8773800
2018-01-22,126.510002,126.750000,126.279999,126.650002,126.650002,4893500
2018-01-23,126.529999,127.349998,126.339996,127.279999,127.279999,6190400
2018-01-24,128.389999,129.259995,128.229996,128.830002,128.830002,11827600
2018-01-25,128.690002,129.509995,127.360001,127.970001,127.970001,15219700
2018-01-26,128.240005,128.520004,127.970001,128.070007,128.070007,7828700
2018-01-29,127.580002,127.629997,126.919998,127.349998,127.349998,6956400
2018-01-30,127.910004,127.919998,126.739998,126.800003,126.800003,9736100
2018-01-31,127.449997,127.849998,126.400002,127.650002,127.650002,13418900
2018-02-01,127.180000,128.149994,127.080002,128.070007,128.070007,10854600
2018-02-02,126.809998,126.849998,125.959999,126.389999,126.389999,16789200
2018-02-05,126.820000,127.309998,126.440002,126.709999,126.709999,13596300
2018-02-06,126.540001,126.550003,125.220001,125.379997,125.379997,17672500
2018-02-07,125.480003,125.769997,124.410004,124.790001,124.790001,8558500
2018-02-08,124.919998,125.440002,124.510002,124.980003,124.980003,7343600
2018-02-09,124.650002,125.139999,124.389999,124.769997,124.769997,14140700
2018-02-12,125.190002,125.820000,125.110001,125.370003,125.370003,6984900
2018-02-13,125.669998,126.180000,125.519997,126.080002,126.080002,5321300
2018-02-14,126.470001,128.589996,126.290001,128.229996,128.229996,16416400
2018-02-15,128.429993,128.570007,127.940002,128.380005,128.380005,7276500
2018-02-16,128.300003,128.699997,127.570000,127.959999,127.959999,7956900
2018-02-20,127.279999,127.400002,126.040001,126.239998,126.239998,11148700
2018-02-21,126.360001,126.760002,125.440002,125.660004,125.660004,7908800
2018-02-22,125.919998,126.370003,125.879997,126.300003,126.300003,5346300
2018-02-23,126.059998,126.300003,125.849998,126.139999,126.139999,4239700
2018-02-26,126.449997,126.620003,126.180000,126.449997,126.449997,3194300
2018-02-27,126.059998,126.150002,124.589996,125.129997,125.129997,7082300
2018-02-28,125.089996,125.459999,124.809998,125.000000,125.000000,4534900
2018-03-01,124.150002,125.309998,123.580002,124.720001,124.720001,12910100
2018-03-02,125.669998,125.690002,124.970001,125.389999,125.389999,9994300
2018-03-05,125.349998,125.480003,124.959999,125.180000,125.180000,5778300
2018-03-06,126.199997,126.959999,126.129997,126.529999,126.529999,8676800
2018-03-07,126.220001,126.290001,125.419998,125.720001,125.720001,5158700
2018-03-08,125.690002,125.699997,125.129997,125.419998,125.419998,3474900
2018-03-09,124.940002,125.690002,124.779999,125.540001,125.540001,5066800
2018-03-12,125.040001,125.570000,124.839996,125.540001,125.540001,2884300
2018-03-13,125.669998,125.989998,125.050003,125.779999,125.779999,4798300
