Date,Open,High,Low,Close,Adj Close,Volume
2017-03-22,81.959999,82.089996,81.430000,81.760002,78.677490,11168400
2017-03-23,81.629997,82.220001,81.459999,81.860001,78.773712,8928000
2017-03-24,82.029999,82.029999,81.150002,81.230003,78.167465,9128500
2017-03-27,80.820000,81.430000,80.790001,81.250000,78.186707,8481200
2017-03-28,81.320000,82.019997,80.959999,81.839996,78.754463,11028600
2017-03-29,81.690002,82.279999,81.550003,82.019997,78.927681,8495500
2017-03-30,82.029999,83.870003,81.940002,83.699997,80.544334,44704900
2017-03-31,83.260002,83.309998,81.860001,82.010002,78.918053,21750400
2017-04-03,82.019997,82.309998,81.349998,82.070000,78.975792,11438700
2017-04-04,82.099998,82.419998,81.330002,82.370003,79.264481,9270900
2017-04-05,82.849998,83.550003,82.470001,82.529999,79.418457,13809100
2017-04-06,82.750000,83.209999,82.459999,83.010002,79.880356,9554900
2017-04-07,83.239998,83.360001,82.680000,82.760002,79.639778,8909600
2017-04-10,83.120003,83.470001,82.919998,83.129997,79.995827,8885300
2017-04-11,83.080002,83.169998,82.419998,82.839996,79.716759,8576500
2017-04-12,82.860001,83.349998,82.699997,82.970001,79.841858,9516100
2017-04-13,82.720001,82.730003,81.570000,81.690002,78.610123,8667900
2017-04-17,81.849998,81.970001,81.440002,81.580002,78.504272,9577200
2017-04-18,81.320000,81.820000,81.029999,81.050003,77.994255,8821400
2017-04-19,81.169998,81.510002,80.300003,80.489998,77.455360,10764400
2017-04-20,80.949997,81.739998,80.699997,81.010002,77.955750,11649100
2017-04-21,80.930000,81.000000,80.470001,80.690002,77.647820,9816700
2017-04-24,81.279999,81.400002,80.809998,81.110001,78.051987,8729700
2017-04-25,81.430000,81.930000,81.279999,81.730003,78.648621,10733800
2017-04-26,81.519997,82.330002,81.389999,81.400002,78.331047,9445900
2017-04-27,81.070000,81.300003,80.940002,81.260002,78.196335,12385300
2017-04-28,82.459999,82.489998,81.559998,81.650002,78.571632,11827400
2017-05-01,81.510002,82.209999,81.480003,82.059998,78.966171,8664100
2017-05-02,82.139999,82.589996,81.900002,82.050003,78.956551,9102900
2017-05-03,81.970001,83.070000,81.910004,82.699997,79.582031,10289000
2017-05-04,82.290001,82.360001,81.400002,81.639999,78.562004,16164500
2017-05-05,81.629997,82.239998,81.610001,82.019997,78.927681,10213000
2017-05-08,82.000000,82.940002,82.000000,82.889999,79.764870,8097100
2017-05-09,82.959999,83.000000,82.160004,82.309998,79.206734,8647100
